"filename", "language", "Markdown", "C++", "CMake", "YAML", "Dart", "Ruby", "Swift", "XML", "JSON", "SVG", "comment", "blank", "total"
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/runner/main.cc", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/runner/my_application.cc", "C++", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 131
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/linux/runner/my_application.h", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 4, 21
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/Podfile", "Ruby", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 10, 43
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 68
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 1, 344
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 4, 13
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/pubspec.yaml", "YAML", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 57, 16, 107
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/CMakeLists.txt", "CMake", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/flutter/CMakeLists.txt", "CMake", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 18
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/flutter/generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/CMakeLists.txt", "CMake", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/flutter_window.cpp", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/flutter_window.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/main.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/resource.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/utils.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/utils.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/win32_window.cpp", "C++", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/Users/evgenygazdovsky/workspace/reacthome-studio/apps/studio/windows/runner/win32_window.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"/Users/evgenygazdovsky/workspace/reacthome-studio/assets/logo_round.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 1, 2, 71
"/Users/evgenygazdovsky/workspace/reacthome-studio/assets/logo_round_dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 1, 2, 47
"/Users/evgenygazdovsky/workspace/reacthome-studio/assets/logo_round_light.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 1, 2, 47
"/Users/evgenygazdovsky/workspace/reacthome-studio/assets/logo_sharp.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 1, 2, 71
"/Users/evgenygazdovsky/workspace/reacthome-studio/assets/logo_sharp_dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 1, 2, 47
"/Users/evgenygazdovsky/workspace/reacthome-studio/assets/logo_sharp_light.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 1, 2, 47
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/README.md", "Markdown", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/CHANGELOG.md", "Markdown", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/README.md", "Markdown", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/analysis_options.yaml", "YAML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 5
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/core/item.dart", "Dart", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 11, 5, 78
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/core/link.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/core/port.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/core/scheme.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/painters/grid_painter.dart", "Dart", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 23, 146
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/painters/scheme_painter.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/anchor_line.dart", "Dart", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 8, 90
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/iconic_factory.dart", "Dart", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 3, 79
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/line.dart", "Dart", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 26, 148
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/lines/auto_auto.dart", "Dart", 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 0, 6, 298
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/lines/auto_down.dart", "Dart", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 6, 135
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/lines/auto_left.dart", "Dart", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 6, 135
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/lines/auto_right.dart", "Dart", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 6, 135
"/Users/evgenygazdovsky/workspace/reacthome-studio/packages/scheme/lib/stages/lines/auto_up.dart", "Dart", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 6, 135
